Pulgar (Flexión 0-100),Índice (Flexión 0-100),Corazón (Flexión 0-100),Anular (Flexión 0-100),Meñique (Flexión 0-100),AX (Acelerómetro X en Gs),AY (Acelerómetro Y en Gs),AZ (Acelerómetro Z en Gs),GX (Giroscopio X en grados/seg),GY (Giroscopio Y en grados/seg),GZ (Giroscopio Z en grados/seg)
0.0,0.0,0.0,57.2,100.0,1.3614,0.0591,-0.7021,0.0,0.0,0.0
0.0,0.0,0.0,57.3,100.0,1.3619,0.0606,-0.7013,0.0,0.0,0.0
0.0,0.0,0.0,57.4,100.0,1.3614,0.0585,-0.701,0.0,0.0,0.0
0.0,0.0,0.0,57.6,100.0,1.3616,0.0603,-0.7014,0.0,0.0,0.0
0.0,0.0,0.0,57.7,100.0,1.3614,0.0594,-0.7019,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3612,0.0597,-0.7011,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.361,0.0591,-0.7018,0.0,0.0,0.0
0.0,0.0,0.0,58.0,100.0,1.3612,0.0602,-0.7023,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3612,0.0593,-0.7024,0.0,0.0,0.0
0.0,0.0,0.0,58.2,100.0,1.3618,0.0612,-0.702,0.0,0.0,0.0
0.0,0.0,0.0,58.3,100.0,1.3612,0.0608,-0.7017,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3613,0.0611,-0.7022,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3613,0.0606,-0.7026,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3612,0.0604,-0.702,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3614,0.0613,-0.6987,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3612,0.0591,-0.7,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3612,0.0571,-0.7018,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3612,0.0561,-0.7038,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3616,0.0592,-0.7046,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3618,0.0589,-0.7022,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3619,0.057,-0.7002,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.362,0.0592,-0.6971,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3617,0.0576,-0.696,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.362,0.0581,-0.6988,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3621,0.0584,-0.6991,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.362,0.0579,-0.697,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.362,0.0584,-0.6971,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3619,0.0561,-0.699,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3624,0.0585,-0.699,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3623,0.0579,-0.6994,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3623,0.0582,-0.6974,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.362,0.0578,-0.6969,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3618,0.0568,-0.696,0.0,0.0,0.0
0.0,0.0,0.0,58.5,100.0,1.3624,0.0553,-0.7006,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3626,0.0551,-0.7039,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3629,0.0549,-0.7052,0.0,0.0,0.0
0.0,0.0,0.0,58.7,100.0,1.3624,0.053,-0.7045,0.0,0.0,0.0
0.0,0.0,0.0,58.7,100.0,1.3628,0.0517,-0.7018,0.0,0.0,0.0
0.0,0.0,0.0,58.8,100.0,1.3628,0.0513,-0.702,0.0,0.0,0.0
0.0,0.0,0.0,58.9,100.0,1.3624,0.049,-0.7022,0.0,0.0,0.0
0.0,0.0,0.0,58.9,100.0,1.3623,0.0453,-0.7028,0.0,0.0,0.0
0.0,0.0,0.0,59.0,100.0,1.3624,0.0429,-0.7039,0.0,0.0,0.0
0.0,0.0,0.0,59.0,100.0,1.3621,0.0402,-0.7037,0.0,0.0,0.0
0.0,0.0,0.0,59.0,100.0,1.3615,0.0369,-0.7051,0.0,0.0,0.0
0.0,0.0,0.0,59.0,100.0,1.3609,0.0317,-0.7046,0.0,0.0,0.0
0.0,0.0,0.0,58.9,100.0,1.3611,0.0302,-0.7063,0.0,0.0,0.0
0.0,0.0,0.0,58.7,100.0,1.3611,0.0263,-0.7059,0.0,0.0,0.0
0.0,0.0,0.0,58.6,100.0,1.3613,0.023,-0.7068,0.0,0.0,0.0
0.0,0.0,0.0,58.4,100.0,1.3616,0.0221,-0.7067,0.0,0.0,0.0
0.0,0.0,0.0,58.3,100.0,1.3616,0.0205,-0.7074,0.0,0.0,0.0
0.0,0.0,0.0,58.2,100.0,1.3617,0.0189,-0.7087,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3614,0.0154,-0.7081,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3613,0.015,-0.7085,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3617,0.014,-0.7064,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3616,0.0126,-0.7088,0.0,0.0,0.0
0.0,0.0,0.0,58.0,100.0,1.3615,0.0126,-0.7096,0.0,0.0,0.0
0.0,0.0,0.0,58.0,100.0,1.3613,0.0103,-0.7081,0.0,0.0,0.0
0.0,0.0,0.0,58.0,100.0,1.3611,0.0082,-0.7111,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3612,0.0083,-0.7086,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3607,0.006,-0.7069,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3605,0.0067,-0.7084,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3604,0.0054,-0.7092,0.0,0.0,0.0
0.0,0.0,0.0,58.1,100.0,1.3604,0.0036,-0.709,0.0,0.0,0.0
0.0,0.0,0.0,58.0,100.0,1.3602,0.0023,-0.7113,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3603,0.0017,-0.7103,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3603,-0.0001,-0.7103,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3602,-0.0014,-0.71,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3602,-0.0019,-0.7121,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3605,-0.0032,-0.7116,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3609,-0.0016,-0.7129,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3605,-0.0023,-0.7124,0.0,0.0,0.0
0.0,0.0,0.0,57.9,100.0,1.3606,-0.0021,-0.713,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3605,-0.0006,-0.7131,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3599,-0.0021,-0.7134,0.0,0.0,0.0
0.0,0.0,0.0,57.8,100.0,1.3597,-0.0028,-0.7129,0.0,0.0,0.0
0.0,0.0,0.0,57.7,100.0,1.3599,-0.0023,-0.7128,0.0,0.0,0.0
0.0,0.0,0.0,57.6,100.0,1.36,-0.0026,-0.7139,0.0,0.0,0.0
0.0,0.0,0.0,57.6,100.0,1.36,-0.0026,-0.7138,0.0,0.0,0.0
0.0,0.0,0.0,57.6,100.0,1.36,-0.003,-0.7156,0.0,0.0,0.0
0.0,0.0,0.0,57.5,100.0,1.3596,-0.0021,-0.715,0.0,0.0,0.0
0.0,0.0,0.0,57.5,100.0,1.3592,0.0015,-0.7075,0.0,0.0,0.0
0.0,0.0,0.0,57.5,100.0,1.3594,0.0025,-0.7041,0.0,0.0,0.0
0.0,0.0,67.5,68.6,100.0,1.348,-0.1022,-0.7681,0.0,0.0,0.0
0.0,0.0,67.5,68.7,100.0,1.3495,-0.1041,-0.7698,0.0,0.0,0.0
0.0,0.0,67.5,68.7,100.0,1.3528,-0.1019,-0.7666,0.0,0.0,0.0
0.0,0.0,67.5,68.7,100.0,1.3504,-0.1027,-0.7655,0.0,0.0,0.0
0.0,0.0,67.6,68.8,100.0,1.3501,-0.1014,-0.7626,0.0,0.0,0.0
0.0,0.0,67.6,68.8,100.0,1.3506,-0.1003,-0.7635,0.0,0.0,0.0
0.0,0.0,67.6,68.9,100.0,1.3547,-0.1005,-0.7676,0.0,0.0,0.0
0.0,0.0,67.6,69.0,100.0,1.3566,-0.1048,-0.7673,0.0,0.0,0.0
0.0,0.0,67.6,69.0,100.0,1.354,-0.1074,-0.7693,0.0,0.0,0.0
60.0,0.0,67.6,69.9,100.0,1.3419,-0.1384,-0.745,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3421,-0.1376,-0.7444,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3419,-0.138,-0.7442,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3415,-0.1387,-0.7441,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3416,-0.1386,-0.7443,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3421,-0.1394,-0.7446,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3414,-0.1387,-0.7438,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3411,-0.1381,-0.7446,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3413,-0.1381,-0.745,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3418,-0.1381,-0.7449,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3415,-0.1378,-0.7455,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3408,-0.1389,-0.7446,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3408,-0.1396,-0.7462,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3418,-0.1394,-0.7457,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3419,-0.1394,-0.7459,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3415,-0.1391,-0.7448,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3417,-0.1392,-0.7466,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3423,-0.1383,-0.7464,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.343,-0.1379,-0.7467,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.343,-0.1373,-0.7462,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3422,-0.1376,-0.7465,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3424,-0.1366,-0.7477,0.0,0.0,0.0
0.0,0.0,67.6,70.0,100.0,1.3426,-0.1366,-0.7456,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3434,-0.1371,-0.745,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3443,-0.1357,-0.7473,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3439,-0.1346,-0.747,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3439,-0.1343,-0.7474,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3435,-0.1343,-0.7482,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3436,-0.1349,-0.7478,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3429,-0.1357,-0.7464,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3434,-0.1357,-0.7477,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3434,-0.1341,-0.7465,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3429,-0.1346,-0.7462,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3424,-0.1343,-0.7469,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3422,-0.1354,-0.7478,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3429,-0.1349,-0.7472,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3434,-0.135,-0.7476,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3427,-0.1367,-0.748,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3421,-0.1372,-0.7481,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3421,-0.1373,-0.7486,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3422,-0.1372,-0.7484,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3416,-0.1377,-0.748,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3415,-0.1373,-0.7489,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3422,-0.1381,-0.7506,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3425,-0.1385,-0.7496,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.342,-0.1388,-0.7489,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3412,-0.1389,-0.7489,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3408,-0.1405,-0.7484,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3407,-0.1409,-0.7483,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3409,-0.1414,-0.7479,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.3411,-0.1422,-0.7473,0.0,0.0,0.0
0.0,0.0,67.8,70.1,100.0,1.341,-0.1422,-0.7484,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3413,-0.1429,-0.7496,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3415,-0.1436,-0.7499,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3411,-0.1441,-0.75,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3405,-0.1444,-0.7493,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3407,-0.1444,-0.7501,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3412,-0.144,-0.7487,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3413,-0.144,-0.7479,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3403,-0.1431,-0.7491,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3404,-0.1442,-0.7508,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3409,-0.1437,-0.7503,0.0,0.0,0.0
0.0,0.0,67.8,70.0,100.0,1.3408,-0.1436,-0.7507,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3401,-0.1442,-0.7505,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3405,-0.1448,-0.7506,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3413,-0.1425,-0.7508,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.341,-0.1435,-0.7519,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3403,-0.1428,-0.7523,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3406,-0.1424,-0.7523,0.0,0.0,0.0
0.0,0.0,67.7,70.1,100.0,1.3414,-0.1433,-0.754,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3411,-0.144,-0.7531,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3412,-0.1444,-0.7538,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.341,-0.1441,-0.7535,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3408,-0.1445,-0.7548,0.0,0.0,0.0
0.0,0.0,67.7,70.0,100.0,1.3412,-0.1436,-0.7542,0.0,0.0,0.0
0.0,0.0,67.7,69.9,100.0,1.3414,-0.145,-0.754,0.0,0.0,0.0
0.0,0.0,67.7,69.9,100.0,1.3409,-0.1451,-0.7537,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3405,-0.1455,-0.7545,0.0,0.0,0.0
0.0,0.0,67.6,69.9,100.0,1.3402,-0.1456,-0.7544,0.0,0.0,0.0
0.0,0.0,67.6,69.8,100.0,1.3406,-0.1453,-0.7535,0.0,0.0,0.0
0.0,0.0,67.6,69.8,100.0,1.3406,-0.1454,-0.7535,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3405,-0.1453,-0.7544,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3406,-0.1462,-0.7548,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3415,-0.1452,-0.7548,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3421,-0.1457,-0.7545,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3421,-0.1446,-0.7554,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3405,-0.1452,-0.7554,0.0,0.0,0.0
0.0,0.0,67.7,69.8,100.0,1.3408,-0.1463,-0.7551,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3413,-0.1457,-0.7547,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3408,-0.1461,-0.7545,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3408,-0.1451,-0.7545,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3406,-0.146,-0.7526,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3406,-0.1465,-0.7532,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3406,-0.1463,-0.7526,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3406,-0.1471,-0.7522,0.0,0.0,0.0
0.0,0.0,67.7,69.7,100.0,1.3407,-0.1471,-0.7519,0.0,0.0,0.0
0.0,0.0,67.7,69.6,100.0,1.3405,-0.1487,-0.753,0.0,0.0,0.0
38.8,0.0,0.0,0.0,100.0,-0.5548,-0.018,-0.7496,0.0,0.0,-6.2948
38.7,0.0,0.0,0.0,100.0,-0.5544,-0.0177,-0.7513,0.0,0.0,-6.2771
38.7,0.0,0.0,0.0,100.0,-0.5538,-0.0173,-0.7506,0.0,0.0,-6.3313
38.7,0.0,0.0,0.0,100.0,-0.5542,-0.0162,-0.7505,0.0,0.0,-6.5061
38.7,0.0,0.0,0.0,100.0,-0.5528,-0.0167,-0.7526,0.0,0.0,-6.3871
38.8,0.0,0.0,0.0,100.0,-0.5526,-0.0167,-0.7523,0.0,0.0,-6.4861
38.8,0.0,0.0,0.0,100.0,-0.552,-0.0144,-0.7554,0.0,0.0,-6.6042
38.9,0.0,0.0,0.0,100.0,-0.5528,-0.0129,-0.7545,0.0,0.0,-6.6761
39.0,0.0,0.0,0.0,100.0,-0.5537,-0.0126,-0.7555,0.0,0.0,-6.5569
37.1,0.0,0.0,0.0,100.0,-0.5573,0.0728,-0.7468,0.0,0.0,0.0
36.9,0.0,0.0,0.0,100.0,-0.5556,0.0705,-0.7456,0.0,0.0,0.0
36.7,0.0,0.0,0.0,100.0,-0.5544,0.0712,-0.7463,0.0,0.0,0.0
36.5,0.0,0.0,0.0,100.0,-0.555,0.0694,-0.7451,0.0,0.0,0.0
36.4,0.0,0.0,0.0,100.0,-0.556,0.069,-0.7433,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5545,0.0667,-0.7423,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5559,0.0675,-0.7421,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5567,0.0665,-0.7402,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5562,0.0674,-0.74,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5571,0.0697,-0.7395,0.0,0.0,0.0
36.3,0.0,0.0,0.0,100.0,-0.5572,0.0694,-0.739,0.0,0.0,0.0
36.2,0.0,0.0,0.0,100.0,-0.557,0.0692,-0.7406,0.0,0.0,0.0
36.1,0.0,0.0,0.0,100.0,-0.5573,0.0707,-0.7406,0.0,0.0,0.0
35.9,0.0,0.0,0.0,100.0,-0.5548,0.0695,-0.7412,0.0,0.0,0.0
35.4,0.0,0.0,0.0,100.0,-0.556,0.0686,-0.7401,0.0,0.0,0.0
35.1,0.0,0.0,0.0,100.0,-0.5572,0.0693,-0.7398,0.0,0.0,0.0
34.5,0.0,0.0,0.0,100.0,-0.5567,0.0698,-0.7421,0.0,0.0,0.0
34.3,0.0,0.0,0.0,100.0,-0.5574,0.0709,-0.7436,0.0,0.0,0.0
34.1,0.0,0.0,0.0,100.0,-0.5566,0.0699,-0.745,0.0,0.0,0.0
33.8,0.0,0.0,0.0,100.0,-0.5568,0.0688,-0.7454,0.0,0.0,0.0
33.6,0.0,0.0,0.0,100.0,-0.5567,0.067,-0.7467,0.0,0.0,0.0
33.3,0.0,0.0,0.0,100.0,-0.5561,0.0675,-0.7465,0.0,0.0,0.0
32.9,0.0,0.0,0.0,100.0,-0.5559,0.0669,-0.7461,0.0,0.0,0.0
32.5,0.0,0.0,0.0,100.0,-0.5552,0.0662,-0.7456,0.0,0.0,0.0
32.5,0.0,0.0,0.0,100.0,-0.5553,0.0663,-0.7467,0.0,0.0,0.0
32.7,0.0,0.0,0.0,100.0,-0.5558,0.0667,-0.7466,0.0,0.0,0.0
32.8,0.0,0.0,0.0,100.0,-0.5569,0.0676,-0.7478,0.0,0.0,0.0
33.0,0.0,0.0,0.0,100.0,-0.5577,0.0675,-0.7479,0.0,0.0,0.0
33.2,0.0,0.0,0.0,100.0,-0.5577,0.0672,-0.7489,0.0,0.0,0.0
33.3,0.0,0.0,0.0,100.0,-0.5582,0.0672,-0.7483,0.0,0.0,0.0
33.2,0.0,0.0,0.0,100.0,-0.5581,0.0678,-0.7498,0.0,0.0,0.0
32.8,0.0,0.0,0.0,100.0,-0.5574,0.0676,-0.7514,0.0,0.0,0.0
32.5,0.0,0.0,0.0,100.0,-0.5575,0.0666,-0.7536,0.0,0.0,0.0
32.2,0.0,0.0,0.0,100.0,-0.5578,0.0653,-0.7561,0.0,0.0,0.0
32.3,0.0,0.0,0.0,100.0,-0.5581,0.0606,-0.7549,0.0,0.0,0.0
32.0,0.0,0.0,0.0,100.0,-0.5576,0.05,-0.7551,0.0,0.0,0.0
31.7,0.0,0.0,0.0,100.0,-0.5485,0.035,-0.7668,0.0,0.0,0.0
31.8,0.0,0.0,0.0,100.0,-0.5488,0.021,-0.7711,0.0,0.0,0.0
31.9,0.0,0.0,0.0,100.0,-0.5584,0.0072,-0.7715,0.0,0.0,0.0
32.1,0.0,0.0,0.0,100.0,-0.5569,-0.0135,-0.7846,0.0,0.0,0.0
32.5,0.0,0.0,0.0,100.0,-0.5519,-0.031,-0.7959,0.0,0.0,0.0
33.0,0.0,0.0,0.0,100.0,-0.5487,-0.046,-0.8044,0.0,0.0,0.0
33.5,0.0,0.0,0.0,100.0,-0.5499,-0.0588,-0.8062,0.0,0.0,0.0
34.1,0.0,0.0,0.0,100.0,-0.5472,-0.0701,-0.8085,0.0,0.0,0.0
34.6,0.0,0.0,0.0,100.0,-0.5445,-0.0794,-0.8133,0.0,0.0,0.0
35.0,0.0,0.0,0.0,100.0,-0.5454,-0.0857,-0.8148,0.0,0.0,0.0
35.4,0.0,0.0,0.0,100.0,-0.5446,-0.0893,-0.8205,0.0,0.0,0.0
36.0,0.0,0.0,0.0,100.0,-0.5438,-0.0922,-0.826,0.0,0.0,0.0
36.4,0.0,0.0,0.0,100.0,-0.5431,-0.0972,-0.831,0.0,0.0,0.0
36.6,0.0,0.0,0.0,100.0,-0.5432,-0.0993,-0.8333,0.0,0.0,0.0
36.7,0.0,0.0,0.0,100.0,-0.5423,-0.1006,-0.8366,0.0,0.0,0.0
36.4,0.0,0.0,0.0,100.0,-0.5423,-0.1022,-0.8379,0.0,0.0,0.0
36.4,0.0,0.0,0.0,100.0,-0.5421,-0.1032,-0.8385,0.0,0.0,0.0
36.7,0.0,0.0,0.0,100.0,-0.5411,-0.1047,-0.8393,0.0,0.0,0.0
37.0,0.0,3.0,0.0,100.0,-0.5423,-0.1071,-0.8379,0.0,0.0,0.0
37.4,0.0,5.7,0.0,100.0,-0.5417,-0.1056,-0.8378,0.0,0.0,0.0
38.0,0.0,8.0,0.0,100.0,-0.5411,-0.1064,-0.8371,0.0,0.0,0.0
38.5,0.0,9.9,0.0,100.0,-0.543,-0.1031,-0.8364,0.0,0.0,0.0
39.1,0.0,11.9,0.0,100.0,-0.5448,-0.1024,-0.8335,0.0,0.0,0.0
39.7,0.0,13.6,0.0,100.0,-0.5455,-0.1003,-0.8309,0.0,0.0,0.0
40.3,0.0,15.0,0.0,100.0,-0.546,-0.0972,-0.8309,0.0,0.0,0.0
41.0,0.0,16.2,0.0,100.0,-0.5447,-0.0982,-0.8296,0.0,0.0,0.0
41.6,0.0,16.4,0.0,100.0,-0.5441,-0.0981,-0.8306,0.0,0.0,0.0
42.2,0.0,15.6,0.0,100.0,-0.5453,-0.0973,-0.8271,0.0,0.0,0.0
42.8,0.0,15.1,0.0,100.0,-0.5428,-0.0955,-0.8284,0.0,0.0,0.0
43.3,0.0,14.8,0.0,100.0,-0.5439,-0.0939,-0.829,0.0,0.0,0.0
43.8,0.0,14.0,0.0,100.0,-0.5483,-0.0923,-0.8246,0.0,0.0,0.0
44.2,0.0,12.8,0.0,100.0,-0.5476,-0.0919,-0.8215,0.0,0.0,0.0
44.5,0.0,11.5,0.0,100.0,-0.5466,-0.0872,-0.8221,0.0,0.0,0.0
44.8,0.0,10.2,0.0,100.0,-0.5498,-0.0862,-0.8159,0.0,0.0,0.0
45.2,0.0,9.1,0.0,100.0,-0.5492,-0.0851,-0.8146,0.0,0.0,0.0
45.5,0.0,8.0,0.0,100.0,-0.5498,-0.0828,-0.8133,0.0,0.0,0.0
45.8,0.0,7.1,0.0,100.0,-0.5482,-0.0819,-0.8149,0.0,0.0,0.0
45.8,0.0,6.2,0.0,100.0,-0.5506,-0.0798,-0.8151,0.0,0.0,0.0
45.1,0.0,5.5,0.0,100.0,-0.5499,-0.0772,-0.8189,0.0,0.0,0.0
43.7,0.0,4.8,0.0,100.0,-0.5496,-0.0777,-0.8162,0.0,0.0,0.0
42.4,0.0,4.3,0.0,100.0,-0.5482,-0.0776,-0.8159,0.0,0.0,0.0
41.1,0.0,3.7,0.0,100.0,-0.5492,-0.0779,-0.8135,0.0,0.0,0.0
40.1,0.0,3.3,0.0,100.0,-0.5493,-0.0779,-0.8142,0.0,0.0,0.0
39.2,0.0,0.0,0.0,100.0,-0.5508,-0.0775,-0.8126,0.0,0.0,0.0
38.5,0.0,0.0,0.0,100.0,-0.5504,-0.0776,-0.8128,0.0,0.0,0.0
38.0,0.0,0.0,0.0,100.0,-0.5489,-0.0786,-0.8148,0.0,0.0,0.0
37.5,0.0,0.0,0.0,100.0,-0.5489,-0.0794,-0.8117,0.0,0.0,0.0
37.2,0.0,0.0,0.0,100.0,-0.5483,-0.0788,-0.8109,0.0,0.0,0.0
37.0,0.0,0.0,0.0,100.0,-0.5491,-0.0782,-0.8115,0.0,0.0,0.0
36.8,0.0,0.0,0.0,100.0,-0.5479,-0.0794,-0.8117,0.0,0.0,0.0
